subject,relabeled,re_repetition,Channel 1_IAV,Channel 10_IAV,Channel 2_IAV,Channel 3_IAV,Channel 4_IAV,Channel 5_IAV,Channel 6_IAV,Channel 7_IAV,Channel 8_IAV,Channel 9_IAV,Channel 1_MAV,Channel 10_MAV,Channel 2_MAV,Channel 3_MAV,Channel 4_MAV,Channel 5_MAV,Channel 6_MAV,Channel 7_MAV,Channel 8_MAV,Channel 9_MAV,Channel 1_MAVS,Channel 10_MAVS,Channel 2_MAVS,Channel 3_MAVS,Channel 4_MAVS,Channel 5_MAVS,Channel 6_MAVS,Channel 7_MAVS,Channel 8_MAVS,Channel 9_MAVS,Channel 1_RMS,Channel 10_RMS,Channel 2_RMS,Channel 3_RMS,Channel 4_RMS,Channel 5_RMS,Channel 6_RMS,Channel 7_RMS,Channel 8_RMS,Channel 9_RMS,Channel 1_mDWT,Channel 10_mDWT,Channel 2_mDWT,Channel 3_mDWT,Channel 4_mDWT,Channel 5_mDWT,Channel 6_mDWT,Channel 7_mDWT,Channel 8_mDWT,Channel 9_mDWT,Channel 1_window_number,Channel 10_window_number,Channel 2_window_number,Channel 3_window_number,Channel 4_window_number,Channel 5_window_number,Channel 6_window_number,Channel 7_window_number,Channel 8_window_number,Channel 9_window_number
s1,22,5,0.31098108731458163,0.3037746598616917,0.25228699706458785,0.1719520772520338,0.1691021116675317,0.23340166400509976,0.18073542357012803,0.15621788156085198,0.15653638684832202,0.08643107410556103,0.3109810873145816,0.3037746598616917,0.2522869970645878,0.17195207725203382,0.16910211166753172,0.23340166400509976,0.18073542357012806,0.15621788156085195,0.15653638684832205,0.08643107410556103,0.3316058325645314,0.33482177996042695,0.14057598102297636,0.10426245469945492,0.1593208065699429,0.30804715486372175,0.13349305732865221,0.09325616205334483,0.12322804541972462,0.0540930879606354,0.3109726224876995,0.3038497035947468,0.2516149387181663,0.17162228558693404,0.16900140901137503,0.23381291471906845,0.18029156250574402,0.1559899015263046,0.15645380562678815,0.08620159024210597,0.3103001777173715,0.3036641921326105,0.25216518536515126,0.17183658524734158,0.16886274753290204,0.23396140998312046,0.1810627492840413,0.1557548049655511,0.15594388950911858,0.08637098729023929,0.026570564157323374,0.026570564157323374,0.026570564157323374,0.026570564157323374,0.026570564157323374,0.026570564157323374,0.026570564157323374,0.026570564157323374,0.026570564157323374,0.026570564157323374
s1,22,6,0.28856225344204256,0.29696491903398836,0.2359061179065716,0.16290277140394213,0.15695774974926652,0.1939717762374663,0.15227374963991389,0.16975139935747702,0.15316771083603428,0.07920620561781375,0.2885622534420425,0.29696491903398836,0.2359061179065716,0.16290277140394221,0.15695774974926655,0.19397177623746634,0.1522737496399139,0.16975139935747705,0.1531677108360343,0.07920620561781377,0.2516001733659886,0.3458702334909204,0.14399981533970424,0.08764204199149034,0.1385826352799989,0.23952428183066812,0.10406936998619518,0.08371737401598968,0.09386037423910475,0.048266811423988636,0.2884060992745425,0.29709922997096977,0.23532956937128724,0.16255574052369676,0.15682766631337647,0.1941532397312342,0.15185903442520884,0.16946482075254177,0.15300277955058744,0.07899063981441218,0.2883220328900358,0.29720239871490334,0.23589711979440606,0.16288117371069377,0.15700778142754412,0.1947194100351785,0.15271200378652566,0.169352634911474,0.15280200256580678,0.07927631789036044,0.02823122441715608,0.02823122441715608,0.02823122441715608,0.02823122441715608,0.02823122441715608,0.02823122441715608,0.02823122441715608,0.02823122441715608,0.02823122441715608,0.02823122441715608
s1,23,1,0.6700808350120497,0.6818018810640889,0.5202260214900996,0.3346302802869158,0.21303996501957695,0.32279857744562995,0.2761438361316964,0.21775882037703242,0.31737160358719757,0.1411342186936022,0.6700808350120497,0.681801881064089,0.5202260214900994,0.33463028028691594,0.21303996501957695,0.32279857744563,0.2761438361316964,0.21775882037703242,0.3173716035871976,0.14113421869360224,0.4734211151799036,0.5720867542911401,0.2994478699632114,0.19897604032569996,0.10169624633038475,0.21184146242845286,0.13992885766553037,0.0897345749699378,0.19914464849490057,0.0693554184066839,0.669670221545614,0.6818322083561781,0.5190363803939025,0.3340739174887854,0.21273405046277108,0.3223763887081491,0.27533136742329867,0.2173522815791739,0.31705542376563056,0.14072605454897374,0.6698016612832992,0.6815957304961748,0.5197758800628652,0.33428202847132427,0.21315225514808167,0.32394790708408006,0.276757053491433,0.21772158058343383,0.31691881141741934,0.14139507371200588,0.029891884676988792,0.029891884676988792,0.029891884676988792,0.029891884676988792,0.029891884676988792,0.029891884676988792,0.029891884676988792,0.029891884676988792,0.029891884676988792,0.029891884676988792
s1,23,2,0.5758227568008681,0.5838981022246663,0.5128795146987527,0.3871558733709388,0.24900227145593323,0.3701828526743383,0.2703056027145116,0.20474880914436322,0.30983788066168116,0.16276356931371658,0.5758227568008683,0.5838981022246663,0.5128795146987527,0.3871558733709388,0.2490022714559333,0.37018285267433837,0.2703056027145117,0.20474880914436322,0.30983788066168116,0.1627635693137166,0.39379488184832917,0.4623953466890659,0.29672018027603736,0.23412378970678466,0.13932879184043925,0.23410504845272664,0.13610010927359636,0.08284749135331144,0.22280944768494226,0.0927941510587235,0.5754965850294589,0.5837773864732942,0.5116873925042509,0.3865366532879538,0.24874673921845783,0.3698120566701236,0.26956623491730547,0.20435429235024027,0.30959485556452937,0.1623313262955487,0.5759315433970886,0.5838297948887142,0.5124762585107951,0.3868217261416155,0.2487677448129343,0.3711499725620312,0.2705078733481003,0.20473417187675846,0.30967631646160915,0.16286720630892493,0.03487386545648693,0.03487386545648693,0.03487386545648693,0.03487386545648693,0.03487386545648693,0.03487386545648693,0.03487386545648693,0.03487386545648693,0.03487386545648693,0.03487386545648693
s1,23,3,0.6011167964599752,0.6770892987694961,0.5690168058048023,0.4548784386825526,0.31476956806814316,0.42869179276021674,0.3084593449409392,0.2330958464300898,0.3693501367586668,0.2262336539629675,0.6011167964599753,0.6770892987694961,0.5690168058048023,0.45487843868255273,0.31476956806814305,0.42869179276021674,0.3084593449409393,0.2330958464300898,0.36935013675866685,0.2262336539629675,0.4159175651687636,0.5500689957937075,0.3513956539659568,0.2916063202828626,0.17347591675641563,0.1810532182733373,0.10605505228909128,0.09811936530443245,0.2726240933811729,0.12262619289913372,0.6006956417699545,0.6770146763970446,0.5677131892181619,0.4541766896898657,0.3144346139782953,0.4278055270449718,0.30729769362190074,0.23265433328521345,0.36907079811491794,0.22560043345637926,0.6014408915746268,0.6773069419282699,0.5686682862193039,0.45461824368820464,0.3150076557022381,0.4301119552631787,0.3091345151655758,0.23328681437249277,0.3691820163227572,0.2266435592868475,0.026570564157323374,0.026570564157323374,0.026570564157323374,0.026570564157323374,0.026570564157323374,0.026570564157323374,0.026570564157323374,0.026570564157323374,0.026570564157323374,0.026570564157323374
s1,23,4,0.713964302216842,0.850815229751872,0.6155178118987484,0.3765823486255504,0.2523295653997307,0.3408943360740514,0.27666619987843494,0.2459507572279671,0.31649023939153464,0.18201410052977574,0.713964302216842,0.8508152297518721,0.6155178118987484,0.37658234862555046,0.2523295653997308,0.3408943360740514,0.27666619987843494,0.24595075722796722,0.3164902393915347,0.18201410052977576,0.5918652812841787,0.6734865859026675,0.32484835839288767,0.2320198615480112,0.11323950552406088,0.1885913343118038,0.10886796521680571,0.09852204242012357,0.21502890887080625,0.08369203066898963,0.714000699587046,0.8511862644922739,0.6141318169103686,0.3759794153033461,0.2519945228960657,0.3403939981004872,0.2757298732055641,0.24550733097344335,0.31624582519936995,0.1814913049402115,0.7143002976933943,0.851445825417962,0.6155868977262551,0.37662315446472816,0.2525497116209824,0.34225970323047794,0.27732435821577145,0.24586878219735336,0.3161538141121091,0.18239689027626807,0.031552544936821504,0.031552544936821504,0.031552544936821504,0.031552544936821504,0.031552544936821504,0.031552544936821504,0.031552544936821504,0.031552544936821504,0.031552544936821504,0.031552544936821504
s1,23,5,0.7719271179015295,0.9512826470473704,0.7437708384917128,0.4621242223213163,0.25133402735504934,0.3794971442532534,0.2881000899571478,0.23003641563320354,0.31073094826086645,0.20580953571312446,0.7719271179015295,0.9512826470473705,0.7437708384917128,0.4621242223213164,0.25133402735504934,0.3794971442532534,0.28810008995714786,0.23003641563320354,0.3107309482608665,0.20580953571312452,0.5472831776744932,0.7831753382485409,0.3908905733383833,0.24159565464677663,0.11885329865829831,0.16402273184241903,0.08675617476983401,0.0936665952081728,0.20268200888420984,0.110191751553566,0.7714480911186633,0.9512470345437378,0.7418323210833137,0.4612528989298993,0.25096764628876767,0.3787343040129329,0.28700664072907806,0.2295965825997735,0.31043654315214997,0.20522983674097814,0.7714919072934511,0.9510078716672021,0.7429228602751228,0.4613974298391904,0.2513180470244553,0.38056028327946667,0.2884763371009968,0.22987631308042733,0.31029297978349857,0.20594981735270176,0.029891884676988792,0.029891884676988792,0.029891884676988792,0.029891884676988792,0.029891884676988792,0.029891884676988792,0.029891884676988792,0.029891884676988792,0.029891884676988792,0.029891884676988792
s1,23,6,0.7959854824719437,1.0,0.7802568984800617,0.44377252639291004,0.23873737306213721,0.3522400257171219,0.2778526540731991,0.2451969269044943,0.30613919520606336,0.20375898028744738,0.7959854824719437,1.0,0.7802568984800617,0.44377252639291015,0.23873737306213716,0.3522400257171218,0.27785265407319915,0.2451969269044943,0.3061391952060634,0.20375898028744743,0.5213011851405793,0.7120681791339055,0.37279224214687184,0.21046578479032307,0.0883342539770056,0.16425137810828397,0.08740080919432579,0.08509351658824733,0.1773145359700669,0.07806950539671265,0.7955729656677853,1.0,0.7783164390602785,0.44300766856612334,0.23836377529027877,0.351645501338944,0.276863113415851,0.2447284606024741,0.3058351381743664,0.2031180316961808,0.7961296092969545,1.0,0.7797267800737337,0.4431442429981702,0.23881552903632214,0.353632568317528,0.27853123462749374,0.24512151169001656,0.30575193009352863,0.20409772529250403,0.029891884676988792,0.029891884676988792,0.029891884676988792,0.029891884676988792,0.029891884676988792,0.029891884676988792,0.029891884676988792,0.029891884676988792,0.029891884676988792,0.029891884676988792
s1,26,1,0.1996455183548384,0.1687248583996101,0.23760042425139918,0.1833978927112073,0.1932110605026101,0.12424179316089007,0.08116765441499033,0.1314378039981236,0.09883126211700216,0.0612274056075913,0.1996455183548384,0.16872485839961013,0.23760042425139918,0.18339789271120732,0.1932110605026101,0.12424179316089007,0.08116765441499033,0.13143780399812363,0.09883126211700216,0.061227405607591316,0.13491379256926506,0.06933311485905476,0.10582018720752427,0.11495840508366742,0.15238665350307323,0.054812256840806796,0.03632741535868192,0.04429398606671028,0.08349139591705325,0.03636201200465505,0.19942285880866892,0.16844793210230674,0.2369520207861946,0.18309259016357637,0.19304507034011273,0.12397260928899004,0.08084042572639727,0.13118274129301444,0.09875060188752682,0.06104900550967555,0.199768916241287,0.16882159195807678,0.2379660804985236,0.18341627535004362,0.19336536844719998,0.12484901240653543,0.08150852339044594,0.13141712950074108,0.09869095723782813,0.061463480420604184,0.01992792311799253,0.01992792311799253,0.01992792311799253,0.01992792311799253,0.01992792311799253,0.01992792311799253,0.01992792311799253,0.01992792311799253,0.01992792311799253,0.01992792311799253
s1,26,2,0.08092849057854513,0.07268021941439522,0.19650066351079729,0.10159756663612646,0.131224063940448,0.19100166110587163,0.08873892403454192,0.05949215681048059,0.05195654396152077,0.046837475063136895,0.08092849057854512,0.07268021941439523,0.19650066351079723,0.10159756663612644,0.131224063940448,0.19100166110587163,0.08873892403454194,0.05949215681048058,0.05195654396152076,0.04683747506313691,0.0476241583369314,0.011682690863617083,0.11092207717337942,0.050389432491038874,0.06348058498664606,0.14770989661456527,0.05202970218723385,0.015471900980483327,0.033998609478795655,0.020332181335116727,0.08074004918364036,0.072415202292169,0.19597420682779348,0.1013389564341072,0.13101630347746196,0.19078660394612584,0.08842203764111811,0.0593615359550561,0.05189291928154039,0.046674950911755116,0.08056049603791444,0.07260214238743945,0.19617566737002415,0.1013677205408816,0.1312939220839709,0.1916865662548108,0.08882778063281559,0.059262022114842924,0.05182938592054939,0.046879150960866374,0.018267262858159817,0.018267262858159817,0.018267262858159817,0.018267262858159817,0.018267262858159817,0.018267262858159817,0.018267262858159817,0.018267262858159817,0.018267262858159817,0.018267262858159817
s1,26,3,0.09236662508983172,0.09013451153810884,0.24093510322223569,0.06618232332577806,0.15277118446047627,0.20274355875747405,0.12288813278881267,0.07335020462530546,0.04732540101216969,0.051819896412248316,0.09236662508983173,0.09013451153810884,0.24093510322223563,0.06618232332577807,0.1527711844604763,0.20274355875747405,0.1228881327888127,0.07335020462530548,0.047325401012169685,0.05181989641224833,0.08591657842149804,0.030417295287400378,0.16304404867331146,0.05960185656191478,0.06817447092764935,0.19452200083436352,0.07407973682240306,0.02541975850601676,0.04081705497477994,0.029912384622093363,0.09222390365460675,0.08987433588878935,0.24035965028582257,0.0660709583477065,0.15254494736389676,0.2026522681491642,0.12250332713886969,0.07319480109161194,0.047277970798075906,0.051659906402591944,0.09204303872777649,0.090014553580663,0.24060810909169936,0.06582390676733711,0.15270836163240353,0.20344395447083932,0.12315888321033482,0.07311604245111203,0.04717191224899511,0.05192074313635462,0.018267262858159817,0.018267262858159817,0.018267262858159817,0.018267262858159817,0.018267262858159817,0.018267262858159817,0.018267262858159817,0.018267262858159817,0.018267262858159817,0.018267262858159817
s1,26,4,0.09929520573772498,0.0824244971706869,0.21661530519761932,0.06367371189549045,0.1777021116249317,0.2153930552739048,0.11682384032294607,0.0671595013531465,0.05264892995996392,0.057550908347151146,0.09929520573772496,0.08242449717068691,0.21661530519761926,0.06367371189549045,0.1777021116249317,0.21539305527390484,0.11682384032294608,0.0671595013531465,0.052648929959963925,0.057550908347151174,0.047386064483696116,0.04389346523621668,0.08771645317934805,0.042354244844221255,0.13329229353252478,0.2100459591860456,0.07082576721146552,0.025695022798703778,0.030347894987177507,0.03526704929402567,0.09907058096363638,0.08219113856753346,0.21591718572447022,0.06351111074992438,0.1775311871806967,0.21539221705971218,0.11646003974021418,0.06702450071404782,0.05257022574153949,0.05738669281629669,0.09895812088312282,0.08235177264912141,0.21628624749055425,0.0635329127088738,0.17775619152947514,0.21604913227583158,0.11715360511896313,0.06707622989067978,0.05253399030249775,0.05764485075286747,0.018267262858159817,0.018267262858159817,0.018267262858159817,0.018267262858159817,0.018267262858159817,0.018267262858159817,0.018267262858159817,0.018267262858159817,0.018267262858159817,0.018267262858159817
s1,26,5,0.20655018356211663,0.1720939289185643,0.287916018490648,0.13088416596661337,0.19851819248563718,0.21034385199082017,0.11085128082962259,0.09541261245731171,0.09308216469902514,0.0796088310530815,0.20655018356211663,0.1720939289185643,0.28791601849064796,0.13088416596661334,0.19851819248563718,0.21034385199082012,0.11085128082962266,0.09541261245731172,0.0930821646990252,0.0796088310530815,0.14469235827525323,0.14703534372933558,0.2214034634649031,0.06614760540268097,0.1295020250297387,0.17089175013923857,0.053766416170792156,0.0391288628307018,0.07545763168379625,0.04642531357771561,0.20626462175259716,0.17199249561811175,0.28749778471510584,0.1306327123768932,0.19832305253437696,0.21017932830032893,0.11045319519840913,0.09522807316153985,0.09300169679244266,0.07939128231734144,0.20629454116499762,0.17225145238386985,0.2881195880047923,0.13107746974552686,0.19880574004385393,0.21115568865643877,0.11116291726874707,0.09536608016560084,0.09297644570797674,0.07980054715766233,0.026570564157323374,0.026570564157323374,0.026570564157323374,0.026570564157323374,0.026570564157323374,0.026570564157323374,0.026570564157323374,0.026570564157323374,0.026570564157323374,0.026570564157323374
