subject,relabeled,stimulus,MAV,MAV_STD,IAV,IAV_STD,RMS,RMS_STD,WL,WL_STD,SSC,SSC_STD,VAR,VAR_STD,CoV,TD,TD_STD,MAVS,MAVS_STD,MNP,MNP_STD,MNF,MNF_STD,mDWT,mDWT_STD
s2,26,9,0.2059385317848092,0.030814481588785657,0.2059385317848091,0.030814481588785657,0.20577672089610294,0.030814481588785657,0.02799601353087711,0.312462048475927,0.7942185203331699,0.7855487147666501,0.002631163665305652,0.030814481588785657,0.0,0.02799601353087711,0.312462048475927,0.027996013530877106,0.312462048475927,0.04125950353911513,0.00842193575714821,0.0,0.026996853160239836,0.20592293391789404,0.2059590210316447
s3,26,9,0.14179587527429172,0.052749673542523176,0.14179587527429172,0.052749673542523176,0.14169417089349362,0.052749673542523176,0.05233246390382376,0.08058449166438926,0.8424485546300832,0.8239613553941537,0.004396036876467686,0.052749673542523176,0.0816981800041393,0.05233246390382376,0.08058449166438926,0.05233246390382376,0.08058449166438926,0.028677581818304647,0.011771952671507942,0.10436122892086386,0.09964058211990814,0.14174111565498201,0.14177532264939963
s4,26,9,0.12688021400924793,0.06590492616685154,0.12688021400924793,0.06590492616685154,0.12683687629261575,0.06590492616685154,0.06385227518297379,0.4335182718026874,0.5633181746037222,0.48973443549415785,0.010442013923103814,0.06590492616685154,0.14770804365756818,0.06385227518297379,0.4335182718026874,0.06385227518297378,0.4335182718026874,0.021935661526143117,0.01113522157394767,0.16817662911947506,0.20568405749172275,0.12692103573155453,0.1268848203199278
s5,26,9,0.09383731662281468,0.04921104805162915,0.09383731662281465,0.04921104805162915,0.09378361084713348,0.04921104805162915,0.048060893424717324,0.2480202821899044,0.3993232197887234,0.4161471569057572,0.0034726550861631307,0.04921104805162915,0.13920051930181654,0.048060893424717324,0.2480202821899044,0.048060893424717324,0.2480202821899044,0.014015943650127176,0.00648024827771908,0.16422820242869351,0.18863054493369158,0.09387850531107605,0.0938676499311476
s7,26,9,0.059891926795948305,0.044574516602199604,0.059891926795948305,0.044574516602199604,0.059901252833911886,0.044574516602199604,0.04234440433630972,0.4373848854900792,0.8287338852879037,0.7976350008347132,0.005081157054131622,0.044574516602199604,0.1878316513970562,0.04234440433630972,0.4373848854900792,0.04234440433630972,0.4373848854900792,0.009632600888966279,0.0052392910778952615,0.19870475375740976,0.2867346539108152,0.05996634196029718,0.059922670093737446
s9,26,9,0.14474572837589594,0.04636375716325897,0.14474572837589594,0.04636375716325897,0.14463903760825636,0.04636375716325897,0.048286316558496786,0.21987138643720178,0.15836970021535257,0.16504199410068277,0.0025661137791107356,0.04636375716325897,0.07661708544318689,0.048286316558496786,0.21987138643720178,0.048286316558496786,0.21987138643720178,0.025187775483690465,0.008649447120570891,0.09834944029139714,0.12045737408547169,0.14471849938757067,0.1447311423220322
s1,27,10,0.8768557351838066,0.64370622355419,0.8768557351838064,0.64370622355419,0.8767441738534788,0.64370622355419,0.6429922713949774,0.5647239244133991,0.07344745222929927,0.036056496693111506,0.3353643814988884,0.64370622355419,0.5841230822249265,0.6429922713949774,0.5647239244133991,0.6429922713949773,0.5647239244133991,0.6671213747936748,0.45372096255844535,0.6244543643813312,0.6337540097011058,0.8768102446021917,0.8768660860146245
s2,27,10,0.8398634980564891,1.0,0.8398634980564891,1.0,0.8403474956597856,1.0,1.0000000000000002,0.5817940211127189,0.9999999999999999,0.9999999999999999,1.0,1.0,0.7639776312444599,1.0000000000000002,0.5817940211127189,1.0000000000000002,0.5817940211127189,0.8302735215262323,0.9633131965836722,0.8045007970487492,0.7834262859177186,0.8398337925984954,0.8397573239720373
s3,27,10,0.8768511395902971,0.6018668388514542,0.8768511395902969,0.6018668388514542,0.876600053789935,0.6018668388514542,0.6045222302500111,0.761263355082372,0.26732747898842935,0.2785902868425184,0.30643012678565107,0.6018668388514542,0.4152851612204795,0.6045222302500111,0.761263355082372,0.604522230250011,0.761263355082372,0.6474594397703982,0.46328980109367673,0.4695566932590402,0.497338425349979,0.8767579281633929,0.8767961269232155
s4,27,10,0.7995030484425392,0.9031848247052586,0.799503048442539,0.9031848247052586,0.8000034769137221,0.9031848247052586,0.9014843267237007,0.6354643060346061,0.7821969218646608,0.7795357554775885,0.826000930380129,0.9031848247052586,1.0,0.9014843267237007,0.6354643060346061,0.9014843267237006,0.6354643060346061,0.8563124280238177,0.8470481187649878,1.0,0.9999999999999998,0.7995409797172742,0.7994554811629103
s5,27,10,0.9999999999999999,0.9551846323194904,1.0,0.9551846323194904,1.0,0.9551846323194904,0.959211513308261,0.500464954019912,0.08360816696457785,0.08713067322961987,0.830904852157205,0.9551846323194904,0.5553674572941482,0.959211513308261,0.500464954019912,0.9592115133082609,0.500464954019912,1.0,1.0,0.6421230860965137,0.6283936891902024,0.9999999999999999,1.0
s6,27,10,0.5010212224824623,0.5558538416411207,0.5010212224824623,0.5558538416411207,0.5012574020226652,0.5558538416411207,0.5554236146314511,0.9818000449336266,0.7294091807599382,0.7601400112790976,0.3431880937224106,0.5558538416411207,0.6396274121409035,0.5554236146314511,0.9818000449336266,0.555423614631451,0.9818000449336266,0.32839489571891,0.3421154412962171,0.6822995689042719,0.706692662578202,0.5010149266702824,0.5008917537561804
s7,27,10,0.9253322181671487,0.8545236190285088,0.9253322181671486,0.8545236190285088,0.9254124368624237,0.8545236190285088,0.857737792983338,0.33370403709049834,0.47582031050041296,0.3798493524529002,0.659582267126922,0.8545236190285088,0.7497269897899353,0.857737792983338,0.33370403709049834,0.857737792983338,0.33370403709049834,0.8975770651960545,0.8041890298341325,0.7904006304586106,0.7677772295642349,0.9253005987665867,0.925322950947753
s9,27,10,0.41674073377594917,0.41733615473966756,0.41674073377594895,0.41733615473966756,0.416862078409258,0.41733615473966756,0.40805893754529327,0.8880520225461447,0.8839598507280587,0.9212020750858104,0.1875519232282348,0.41733615473966756,0.4701653606842567,0.40805893754529327,0.8880520225461447,0.4080589375452932,0.8880520225461447,0.19157454422081763,0.19398446322633273,0.5030659009216136,0.5527111837033885,0.4167136520286244,0.4166283420943111
s1,30,13,0.48944976108422994,0.2890588974597172,0.48944976108422994,0.2890588974597172,0.48932381361819416,0.2890588974597172,0.28906991626406703,0.71535324575717,0.4477166582904534,0.4665794654903762,0.0803052605315441,0.2890588974597172,0.3765463522161873,0.28906991626406703,0.71535324575717,0.28906991626406703,0.71535324575717,0.20263085092670835,0.1112549489505973,0.41017522310115956,0.4567019848674811,0.4893286901979148,0.4893185867386928
s10,30,13,0.19697559710715096,0.06464834522236776,0.19697559710715096,0.06464834522236776,0.19683787099018296,0.06464834522236776,0.06521934104225276,0.3927775140086557,0.6666768740813326,0.6947647218475087,0.006542620618929122,0.06464834522236776,0.08503195880740626,0.06521934104225276,0.3927775140086557,0.06521934104225276,0.3927775140086557,0.042875880656213665,0.015727936998639704,0.11245465128482252,0.1343680050288208,0.19704566913534607,0.19704547941506917
s3,30,13,0.3119222146854877,0.15154475593883848,0.3119222146854876,0.15154475593883848,0.31176916140297783,0.15154475593883848,0.15137506917039237,0.3361058238928004,0.31228007661128665,0.32543678804567444,0.03178585693463165,0.15154475593883848,0.19517893363316385,0.15137506917039237,0.3361058238928004,0.1513750691703924,0.3361058238928004,0.09843879093988589,0.05203542214568242,0.23267118797850683,0.244582277694874,0.31181552709450633,0.3118466557210255
s4,30,13,0.19673075253354366,0.13645797416654815,0.1967307525335436,0.13645797416654815,0.19674684844423979,0.13645797416654815,0.13848040251104535,0.8792679849794813,0.38265556099951004,0.39877727087439585,0.02679639007833561,0.13645797416654815,0.3347570436401163,0.13848040251104535,0.8792679849794813,0.13848040251104538,0.8792679849794813,0.04974691319263948,0.02937029776215753,0.3688924237297701,0.4524316822293846,0.19687786848615244,0.19680824305563083
s5,30,13,0.2622008850868854,0.15985113682094304,0.2622008850868854,0.15985113682094304,0.2621396320855886,0.15985113682094304,0.16157828802667887,0.8517468337931774,0.34149926506614403,0.3558870138277258,0.0403419383654599,0.15985113682094304,0.2656144838911325,0.16157828802667887,0.8517468337931774,0.16157828802667884,0.8517468337931774,0.0743160782970796,0.04436399032538546,0.31938002172859586,0.38483520093301476,0.26214542073026337,0.2620380780224088
s6,30,13,0.21260051490202087,0.0965956684511197,0.21260051490202092,0.0965956684511197,0.21251549460035507,0.0965956684511197,0.09918866306263856,1.0,0.7032637106713259,0.6872354826521395,0.018666397370458353,0.0965956684511197,0.15464843550052904,0.09918866306263856,1.0,0.0991886630626385,1.0,0.04991396161539146,0.023872117090337427,0.1871561640945934,0.2725407618807033,0.212737207667918,0.21263282529232147
s7,30,13,0.382996937606308,0.27377624166077763,0.382996937606308,0.27377624166077763,0.382895979762744,0.27377624166077763,0.27868490374720234,0.47322251248920927,0.08935781986517755,0.09312256548433395,0.06253973215970733,0.27377624166077763,0.42106318816987837,0.27868490374720234,0.47322251248920927,0.2786849037472023,0.47322251248920927,0.14601977911618633,0.09595517479751851,0.489733286572091,0.5162558220272773,0.38292440330082234,0.3829239671819977
s8,30,13,0.20211391101347126,0.1627506820403824,0.20211391101347126,0.1627506820403824,0.202180035710196,0.1627506820403824,0.15627838813797615,0.6935108358842454,0.5145667659141445,0.5362460434598765,0.044438582662801214,0.1627506820403824,0.3608636514309212,0.15627838813797615,0.6935108358842454,0.15627838813797612,0.6935108358842454,0.056922368307123765,0.04333558337086435,0.3604083930588063,0.4378447609318011,0.20214741874801032,0.20209469787894307
s9,30,13,0.31804824082283034,0.17786160127271866,0.3180482408228302,0.17786160127271866,0.3179290935355272,0.17786160127271866,0.17583102429753575,0.476719637687212,0.24162152509077905,0.25180131214748946,0.03346648280330081,0.17786160127271866,0.2659690441838514,0.17583102429753575,0.476719637687212,0.17583102429753572,0.476719637687212,0.09360563655608564,0.05196244819650908,0.29744016172326865,0.33561133761123346,0.31805937094310266,0.31805827763898437
s1,34,17,0.10424095687856307,0.07155031652155248,0.10424095687856307,0.07155031652155248,0.10422581836986737,0.07155031652155248,0.07092630163735218,0.7923888163585454,0.9316310712363755,0.9369005668773095,0.014927924777556629,0.07155031652155248,0.1689991537668311,0.07092630163735218,0.7923888163585454,0.07092630163735217,0.7923888163585454,0.017021304361344178,0.011692347986572496,0.2024207109378498,0.2685641039187556,0.10421286805166216,0.10411444578305751
s10,34,17,0.14500667479817703,0.09426100756326056,0.14500667479817692,0.09426100756326056,0.14494870833003676,0.09426100756326056,0.09176043914191163,0.2871715534322751,0.7545627143557078,0.7863532915825854,0.013346788474634518,0.09426100756326056,0.21340099218122993,0.09176043914191163,0.2871715534322751,0.09176043914191159,0.2871715534322751,0.02758051304263317,0.017676828689115617,0.254711750354747,0.25382058267141194,0.14500670580067568,0.1450044967968156
s3,34,17,0.07703792209930209,0.06592387558538758,0.07703792209930212,0.06592387558538758,0.07701571800413153,0.06592387558538758,0.06468076440488799,0.1256708522328598,0.8382254687987171,0.8466207037139929,0.007579085514096974,0.06592387558538758,0.19363153433734598,0.06468076440488799,0.1256708522328598,0.06468076440488797,0.1256708522328598,0.012660048184494248,0.010165707650826271,0.23057149965360302,0.23119417865841635,0.07703161861326174,0.07702665447605275
s7,34,17,0.10278486828405138,0.08348188461488208,0.10278486828405138,0.08348188461488208,0.10277736086571264,0.08348188461488208,0.08068575233401316,0.4942997793033536,0.9219197931760607,0.9056322853477122,0.010282569390181712,0.08348188461488208,0.26499049227288973,0.08068575233401316,0.4942997793033536,0.08068575233401315,0.4942997793033536,0.016104009731850707,0.01116343740577879,0.29320150653759397,0.360989101672136,0.10280133766454946,0.10275489757995238
s8,34,17,0.013910345249469144,0.04461462785439399,0.013910345249469117,0.04461462785439399,0.013965432308772632,0.04461462785439399,0.0455400594388405,0.4834530661160695,0.8966638457084316,0.9344413036867024,0.012230309488440526,0.04461462785439399,0.20186685468811078,0.0455400594388405,0.4834530661160695,0.0455400594388405,0.4834530661160695,0.002708029079756126,0.005162020704100332,0.24797758439810108,0.31596809859772274,0.013954023822205674,0.013873393250274618
